asin,title,categoryName,price,boughtInLastMonth,stars,isBestSeller
6071,UCB Women's Epaulettes Pink T-shirt,Tshirts,2088.31,135,3.9,FALSE
46399,ADIDAS Men Grey Olive Shorts,Shorts,3295.82,265,4,FALSE
59537,Lucera Silver Earrings,Earrings,2003.22,472,4.5,FALSE
33312,Jack & Jones Men Orange T-shirt,Tshirts,3797.15,369,4.4,FALSE
58238,Baggit Women Pink Wallet,Wallets,2320.37,167,4.1,FALSE
24473,ADIDAS Men White Falcon Lea Sports Shoes,Sports Shoes,807.59,975,4.5,FALSE
18032,Lino Perros Women Solid Beige Handbag,Handbags,4026.92,931,3.7,FALSE
38134,Wildcraft Women Blue Wallet,Wallets,1785.91,464,3.6,FALSE
38298,Reid & Taylor Men Brown Wallet,Wallets,2447.45,648,4.8,TRUE
23262,Maxima Ssteele Men Black Watch,Watches,3584.5,89,4.3,FALSE
22714,Nike Women Dunk High Skinny Olive Casual Shoes,Casual Shoes,1996.05,210,4.5,FALSE
11465,United Colors of Benetton Men Summer Blue Shirts,Shirts,754.64,752,4,FALSE
39151,Aneri Women Green & Brown Printed Kurta,Kurtas,2182.64,586,4.1,FALSE
44529,Coolers Men Black Sandals,Sandals,4750.02,469,3.6,FALSE
57513,Provogue Men Brown Casual Shoes,Casual Shoes,3387.8,713,4.8,TRUE
45587,Arrow Men Brown Formal Shoes,Formal Shoes,3521.66,144,4.4,FALSE
36619,Catwalk Women Turquoise Blue Flats,Heels,3345.27,491,3.6,FALSE
2507,Numero Uno Men's Casual White Sneakers Shoe,Casual Shoes,1395.46,984,4.7,TRUE
59052,Carlton London Women Chocolate Brown and Gold Toned Flats,Flats,2382.5,607,4.2,FALSE
31856,Titan Men Chronograph Black Dial Watch,Watches,3879.23,699,4.6,TRUE
13290,Gini and Jony Kids Girls Solid Pink Dresses,Dresses,956.18,515,3.5,FALSE
35696,Nike Men Sweet Classic Leather White Shoes,Casual Shoes,1750.34,337,3.5,FALSE
9411,Fastrack Unisex denim collection Blue Sunglasses,Sunglasses,1743.44,914,3.8,FALSE
19855,U.S. Polo Assn. Men Solid Navy Blue Jackets,Jackets,2444.09,725,3.8,FALSE
51961,Yelloe Women Purple Laptop Bag,Laptop Bag,4911.66,461,4.6,TRUE
13771,Belmonte Men Printed Grey Tshirts,Tshirts,803.76,449,4.6,TRUE
34986,Fabindia Women H& Printed Beige Sari,Sarees,2834.15,577,4.4,FALSE
16118,Numero Uno Men Casual Blue Slipper,Sandals,1307.14,67,4.8,TRUE
17013,Rocia Women Gold Toned Flats,Flats,4868.04,185,3.9,FALSE
19798,U.S. Polo Assn. Men Striped Grey T-shirt,Tshirts,1009.87,513,4.9,TRUE
24017,Locomotive Men Charcoal Printed T-shirt,Tshirts,2316.2,808,4.9,TRUE
12734,Nike Women Samba Black Handbags,Handbags,3820.48,297,4.2,FALSE
45835,Vishudh Women Blue Kurta,Kurtas,3670.49,892,3.6,FALSE
26341,DKNY Women Silver-Toned Dial Watch NY8285,Watches,2402.28,759,4.6,TRUE
48230,United Colors of Benetton Men Black Sunglasses,Sunglasses,2059.36,50,4,FALSE
56493,Streetwear Quick Dry Metallic Mauve Nail Polish 13,Nail Polish,2289.26,751,4.7,TRUE
18180,Doodle Boys-Boys Acid Wash Blue Jeans,Jeans,1689.24,430,3.7,FALSE
17654,Catwalk Women Classic Beige Flats,Heels,1424,558,4.3,FALSE
9818,Little Miss Women Printed Dark Grey T-shirt,Tshirts,2673.68,509,4.3,FALSE
19137,Lotto Men Sting II Brown Sandals,Sandals,1708.4,554,3.7,FALSE
33207,Sepia Women Jewel Box Orange Tunic,Tunics,1793.58,855,4,FALSE
21449,Roxy Women Mustard Yellow Top,Tops,3455.4,525,3.6,FALSE
27311,ADIDAS Women Free Emotion Deo,Deodorant,4858.42,606,4.2,FALSE
46643,Rasasi Women Royale Deo,Deodorant,3216.37,898,4.8,TRUE
8908,Puma Men Sienna Xc Nm Black Sports Shoes,Sports Shoes,846.41,946,3.9,FALSE
42209,Sepia Women Purple Dress,Dresses,840.13,81,4.6,TRUE
6943,Tantra Men's Decade Ago Green T-shirt,Tshirts,4781.4,953,3.8,FALSE
43405,Lino Perros Men Monday to Friday Socks,Socks,1837.81,167,4.5,FALSE
42215,Sepia Women Teal Top,Tops,914.3,857,4.9,TRUE
23932,Lotto Men White Advantage  Sports Shoes,Sports Shoes,3195.7,233,4,FALSE
12329,Genesis Men Check Navy Blue Shirts,Shirts,3306.42,240,4.9,TRUE
2622,Nike Mens Bleed Blue Team India T-shirt,Tshirts,3418.27,796,4.3,FALSE
28400,Idee Women Brown Sunglasses,Sunglasses,1703.31,799,4,FALSE
8202,Locomotive Men Landon Grey T-Shirts,Tshirts,568,777,4.8,TRUE
28390,Idee Men Brown Sunglasses,Sunglasses,4842.57,123,3.5,FALSE
8391,ADIDAS Men Navy Blue Polo Tshirts,Tshirts,1629.02,672,3.5,FALSE
8003,Fila Men's Round Neck Cobalt Blue T-shirt,Tshirts,3542.12,152,4.4,FALSE
34460,ADIDAS Men Blue And Red Back Pack,Backpacks,3679.83,920,4.7,TRUE
59882,Femella Women Black Tube Top,Tops,3245.03,635,4.6,TRUE
38768,Gini and Jony Girls Printed Blue T-shirt,Tshirts,1908.08,469,3.6,FALSE
17557,Mark Taylor Men Blue & White Shirt,Shirts,1719.93,522,4.9,TRUE
4318,Tantra Kid's Men Kya Boss Orange Kidswear,Tshirts,3189.51,813,4.6,TRUE
39724,Arrow Woman Pink & Orange Dress,Dresses,4397.43,163,4.9,TRUE
46302,Jacques M Men Fragrances,Perfume and Body Mist,4760.3,428,4,FALSE
51319,Wildcraft Unisex Black Poncho Rain Jacket,Rain Jacket,976.58,362,4.5,FALSE
56570,Streetwear Shine Divine Whitening Liquid Snow Foundation,Foundation and Primer,1196.73,379,4.8,TRUE
27188,Mark Taylor Men Printed Brown T-shirt,Tshirts,4751.31,388,4.1,FALSE
11564,W Women Printed Purple  Kurtas,Kurtas,3814.41,287,4.9,TRUE
13894,John Miller Men Stripes Black Shirts,Shirts,4473.47,222,3.9,FALSE
51730,Allen Solly Women Purple Sunglass,Sunglasses,1411.85,128,4,FALSE
25121,Lino Perros Women Gem Ring Black Clutch,Clutches,3144.14,513,4.9,TRUE
57577,Lotus Herbals Pure Colors Moisturising Hot Plum Lipstick 643,Lipstick,3655.13,947,5,TRUE
9052,ADIDAS Men Duramo 3 M White Sports Shoes,Sports Shoes,3560.5,654,3.9,FALSE
35930,Salomon Men Exit 2 Aero Brown Sports Shoes,Sports Shoes,2336.68,550,3.7,FALSE
55944,Colorbar Brownie Nail Lacquer 13,Nail Polish,569.28,611,4.6,TRUE
18406,Skechers Men USA Black Shoe,Casual Shoes,3123.17,334,4.9,TRUE
47153,Gini and Jony Girls Pink Capris,Capris,1638.96,272,4.4,FALSE
35243,Manchester United Men Grey Socks,Socks,2526.14,642,4.5,FALSE
39949,GAS Men White Walk Casual Shoes,Casual Shoes,4809.11,315,4.6,TRUE
58816,Skechers Women Purple Casual Shoes,Casual Shoes,2295.66,716,3.7,FALSE
27739,Murcia Black Handbag,Handbags,4279.11,422,5,TRUE
22510,Crocs Kids-boy Electro Green Sandals,Sandals,1348.43,282,4,FALSE
31695,Folklore Women Printed Purple Kurta,Kurtas,3526.07,960,4.4,FALSE
39031,Casio G-SHOCK GD-100WW-7DR,Free Gifts,4896.53,877,4.2,FALSE
4290,Tantra Men's India Rocks Burgandy T-shirt,Tshirts,958.52,285,4.2,FALSE
50669,Chromozome Men Assorted Checked Pyjamas S-5264,Lounge Pants,537.44,720,4.6,TRUE
10839,Wrangler Men N0. 3 Applique Polo Navy Blue T-Shirts,Tshirts,2451.12,966,5,TRUE
37073,Lino Perros Women Purple Handbag,Handbags,916.81,877,4.5,FALSE
8291,Mr.Men Men's Chilly Pepper Red T-shirt,Tshirts,3867.73,812,4.7,TRUE
55891,Colorbar Exclusive Nail Lacquer 14,Nail Polish,4615.47,363,3.5,FALSE
22277,Inc.5 Women Gold Casual Heels,Heels,2453.09,986,4.7,TRUE
46591,Catwalk Women Black Heels,Heels,1664.2,991,3.9,FALSE
30410,Deni Yo Men Slim Fit Washed Blue Jeans,Jeans,2454.81,862,3.7,FALSE
41691,Catwalk Women Grey Heels,Heels,3755.52,429,3.7,FALSE
48910,Lucera Women Silver Pendant with Chain,Pendant,540.74,843,4.5,FALSE
53804,Puma Men Black T-shirt,Tshirts,3152.54,663,5,TRUE
13110,ADIDAS Men Rsp Ds 7in Navy Blue Shorts,Shorts,3259.81,612,4.5,FALSE
2116,ADIDAS Men Smooth Striped Track Pants,Track Pants,3369.6,469,3.9,FALSE
22771,BIBA Women Printed Blue Kurta,Kurtas,1589.1,101,3.8,FALSE
44824,Clarks Men Tan Brown Leather Sandals,Sandals,3713.24,770,4.3,FALSE
7770,Nike Unisex Beige Socks,Socks,911.26,868,3.6,FALSE
48636,Lucera Women Silver Earrings,Earrings,1396.72,692,4.1,FALSE
30550,Inkfruit Men Printed Blue T-shirt,Tshirts,4448.62,558,4.5,FALSE
33205,Sepia Women Printed Multi Coloured Top,Tops,3824.25,831,5,TRUE
51354,Spykar Women Light Blue Jeans,Jeans,561.85,994,4.1,FALSE
48665,Lucera Women Silver Earrings,Earrings,1617.69,254,3.8,FALSE
47390,Baggit Women Olive Bag,Handbags,1464.83,780,4.7,TRUE
1668,Reebok Men Playdry Full Sleeved T-shirt Red,Tshirts,1718.63,306,4.6,TRUE
46897,F5 Men Pack of 3 Deos,Deodorant,1614.02,234,4.8,TRUE
24171,Aurelia Women Blue Printed Kurti,Kurtis,781.37,194,3.8,FALSE
28528,Nike Women Cruiser Hurley Dot Pink T-shirt,Tshirts,2565.23,739,4.1,FALSE
48129,Fossil Women Mustard Wallet,Wallets,3797.3,63,5,TRUE
10096,Reebok Women Reeflex Run Blue Sports Shoes,Sports Shoes,3230.29,295,3.7,FALSE
7531,Nike Men's AS SS Trainin Black T-shirt,Tshirts,3527.92,236,4.5,FALSE
46104,ADIDAS Men Olive Flip Flops,Flip Flops,865.17,386,3.9,FALSE
14990,ADIDAS Men Solid Black Sweaters,Sweaters,4781.71,308,4.3,FALSE
6539,Nike Unisex Fundamen Blue Backpack,Backpacks,4273.21,915,4.7,TRUE
44923,Jack & Jones Men Blue Jeans,Jeans,4122.91,89,4.2,FALSE
9535,Nike Men Ast 90ss Graphic Grey T-Shirts,Tshirts,4203.43,650,4.7,TRUE
40503,Titan Men Black Watch,Watches,4697.2,686,4.1,FALSE
56856,United Colors of Benetton Men Green Flip Flops,Flip Flops,2949.14,467,5,TRUE
12422,Timberland Women Casual Pink Casual Shoes,Casual Shoes,1401.27,400,4.2,FALSE
44592,Van Heusen Men Black and Brown Reversible Belt,Belts,3275.53,58,3.7,FALSE
49949,Hanes Men Grey Melange Shorts,Lounge Shorts,3842.97,399,4.1,FALSE
22268,Inc. 5 Women Casual Black Wedges,Heels,3820.63,133,4.6,TRUE
32588,Only Women Brown Shorts,Shorts,2846.52,582,4.8,TRUE
34394,Myntra Men Red Soul T-shirt,Tshirts,808.06,842,4.2,FALSE
54964,Do U Speak Green Women Cream T-Shirt,Tshirts,2170.01,407,4.4,FALSE
52115,Myntra Women Blue and Yellow Printed Top,Tops,4643.45,427,4.8,TRUE
4015,Myntra Men's I don't Have Enough Black T-shirt,Tshirts,3130.02,221,4.7,TRUE
59660,FNF Pink & Purple Evening Wear Sari,Sarees,2922.49,74,4.5,FALSE
43100,Reebok Men Pack of 3 Deos,Deodorant,1709.84,442,4.7,TRUE
3258,Puma Men's Basket White Red Shoe,Casual Shoes,2158.02,152,4.4,FALSE
2125,Lee Women White Shirt,Shirts,4529.06,751,3.5,FALSE
26438,Spice Art Women Beaded Bow Blue Handbag,Handbags,3499.08,285,3.6,FALSE
42930,French Connection Men Black Wallet,Wallets,4043.24,459,5,TRUE
1603,Reebok Men Hoops Athletic Navy Sweatshirt,Sweatshirts,2544.55,874,3.7,FALSE
30538,Nike Unisex Navy Blue Backpack,Backpacks,3336.11,598,4.1,FALSE
2288,Nike Women Black T-shirt,Tshirts,1617.73,833,4.9,TRUE
3500,ADIDAS Men's Odeon Coffee Bone Shoes,Casual Shoes,3674.57,854,3.8,FALSE
7964,Puma Men's Large Logo Graphic Black T-shirt,Tshirts,2424.21,381,4.8,TRUE
4365,Free Authority Men's Masked Angel Washed Grey T-shirt,Tshirts,2491.45,713,4.7,TRUE
13249,Palm Tree Kids Boy Solid Brown Trousers,Trousers,3421.95,843,5,TRUE
21300,Celine Dion Women Copper Frame Sunglasses,Sunglasses,4713.26,581,3.9,FALSE
21281,Allen Solly Women Sunglasses AS166-C3,Sunglasses,788.03,698,4,FALSE
39155,Aneri Women Magenta & Beige Kurta,Kurtas,4211.34,920,4.9,TRUE
47074,Shree Women Blue & Mustard Patiala,Patiala,1815.72,78,3.9,FALSE
12086,W Women Printed Green Kurtas,Kurtas,2497.64,592,4.3,FALSE
43073,Nike Men Blue Odi Game Day Cap,Caps,598.61,68,4.6,TRUE
8478,Forever New Women Vintage Blue Jackets,Jackets,1854.71,197,3.9,FALSE
22177,Timberland Men Tan Casual Shoes,Casual Shoes,2761.84,520,4.9,TRUE
13108,ADIDAS Men Pant Climalite Blue Track Pants,Track Pants,752.79,540,4.5,FALSE
32886,Allen Solly Woman Printed Peach Top,Tops,2709.93,332,3.6,FALSE
8432,Jealous 21 Women Jealous Frills and florals Purple Top Purple Tops,Tops,4672,911,3.7,FALSE
5241,Reebok Men's Cruiseon Charcoal Grey Shoe,Sports Shoes,974.27,902,3.8,FALSE
40632,Span Women Magenta Kurta,Kurtas,3939.98,861,3.9,FALSE
17895,Levis Men Pack of 3 Innerwear Vest,Innerwear Vests,2343.52,724,4.6,TRUE
40546,Titan Raga Women Black Dial Watch,Watches,3448.28,162,3.6,FALSE
23238,Aneri Women Janhavi Brown Kurta,Kurtas,1671.06,504,4,FALSE
11609,W Women Solid Red Kurtas,Kurtas,1217.72,711,4.9,TRUE
56084,Colorbar Star Shine Bare True Lip Gloss 11,Lip Gloss,1222.08,379,4.3,FALSE
58655,ALayna Women Pink Kurta,Kurtas,817.21,304,3.9,FALSE
56518,Streetwear Luscious Lips Peach Glory Lipstick 08,Lipstick,1335.41,648,4.9,TRUE
43858,Royal Diadem Green Earrings,Earrings,3488.99,448,3.9,FALSE
10361,United Colors of Benetton Men Graphic Printed Purple Tshirts,Tshirts,4467.61,911,4.9,TRUE
37208,United Colors of Benetton Women Black Skirt,Skirts,4163.57,659,4.6,TRUE
4345,Fila Men's Mythos White Navy Shoe,Sports Shoes,3583.1,958,4.6,TRUE
59543,Lucera Silver Earrings,Earrings,996.94,557,4.6,TRUE
37872,Hidekraft Men Black Wallet,Wallets,1801.34,693,4.3,FALSE
26652,Puma Unisex Benecio Leather Blue Shoes,Casual Shoes,1894.13,515,4.7,TRUE
2374,Red Tape Semi Casual Men's Shoe,Casual Shoes,1624.81,873,4.8,TRUE
17285,U.S. Polo Assn. Men Solid Black  polo Tshirt,Tshirts,2817.53,456,4,FALSE
15012,ADIDAS Men Solid Blue Jackets,Jackets,2909.99,658,4.1,FALSE
2117,ADIDAS Men Grey  Capris,Shorts,2105.99,147,4.8,TRUE
30556,Opium Men Sports Black Sunglasses,Sunglasses,2092.05,339,4.3,FALSE
47060,Shree Wome Blue & White Jodhpuri Salwar,Salwar,4228.5,917,4.8,TRUE
19749,Levi's Men Solid Green Tshirt,Tshirts,4051.82,788,4.4,FALSE
55430,Revlon Honey Colorburst Lipstick 097,Lipstick,1885.08,706,4.4,FALSE
21344,Pal Zileri Men Casual Black Frame Sunglasses,Sunglasses,4612.05,205,3.5,FALSE
26059,John Miller Men Gingham Black Shirt,Shirts,4787.67,831,3.9,FALSE
54508,Lino Perros Women Black Handbag,Handbags,1970.34,211,4.3,FALSE
10434,Flying Machine Men Ydc Blue Shirts,Shirts,2094.91,673,4.4,FALSE
51539,Fastrack Women Black Dial Watch 6062SL02,Watches,2775.35,892,4.4,FALSE
18800,Peter England Unisex Casual Navy Blue Backpack,Backpacks,4735.04,746,4.6,TRUE
33836,Puma Men Exsis Black Sports Shoes,Sports Shoes,4443.44,766,4.5,FALSE
19835,U.S. Polo Assn. Men Check Brown Shirt,Shirts,961.56,146,4.8,TRUE
55945,Colorbar Espresso Nail Lacquer 12,Nail Polish,2267.29,426,3.9,FALSE
50608,Chromozome Men Grey Melange Brief,Briefs,2990.17,616,4.5,FALSE
22737,Nike Unisex Blended Red Backpacks,Backpacks,2764.1,499,3.6,FALSE
28775,Aurelia Women Printed Red Kurti,Kurtis,1372.38,166,4.2,FALSE
39843,Gini and Jony Boys Printed Dark Navy T-Shirt,Tshirts,4364.68,654,3.9,FALSE
55172,Lakme Absolute Fast & Fabulous Crimson Crush Magenta Nail Polish 25,Nail Polish,3546.23,854,4.1,FALSE
25940,Femella Women Yellow & Blue Scarf,Scarves,4270.59,765,4,FALSE
54155,Femella Silver Disc and Balls Necklace,Necklace and Chains,4364.44,843,3.6,FALSE
59166,Fortune Men Brown Shoes,Formal Shoes,3867.6,555,4.2,FALSE
18624,Puma Men Lifestyle Knitted Cream Sweaters,Sweaters,2476.45,238,5,TRUE
44706,Wills Lifestyle Women White Top,Tops,3247.46,525,3.9,FALSE
14290,Classic Polo Men Stripes Blue Tshirts,Tshirts,1221.64,372,4.6,TRUE
26710,Puma Men Jamaica Fun White T-shirt,Tshirts,3531.4,645,4.3,FALSE
5840,Puma Men's Motorsport Better Red T-shirt,Tshirts,1306.64,229,4,FALSE
50319,Park Avenue Men Maroon Tie,Ties,3622.77,835,3.6,FALSE
54173,Femella Blue Necklace,Necklace and Chains,1533.19,230,3.8,FALSE
19975,United Colors of Benetton Men Red Polo TShirt,Tshirts,1028.98,742,4.7,TRUE
37272,Tantra Men Black Angry Anna T-shirt,Tshirts,1243.78,844,3.9,FALSE
59300,U.S. Polo Assn. Denim Co. Men Beige Shirt,Shirts,508.96,336,3.7,FALSE
4024,ADIDAS Unisex High Can Blue Shoe,Casual Shoes,3734.33,524,4,FALSE
32584,ONLY Women Crepe Printed Yellow Top,Tops,3795.8,667,4.4,FALSE
9719,Hush Puppies Men Walsh Black Sandals,Sandals,2817.2,690,4.6,TRUE
6717,Locomotive Men's Ribbed Neck Blue T-shirt,Tshirts,1226.13,311,4.1,FALSE
39881,ADIDAS Unisex Black Backpack,Backpacks,875.99,572,4.2,FALSE
42612,Estelle Women Gold Earring & Pendant Set,Jewellery Set,586.08,211,4.2,FALSE
44548,Coolers Men Black Sandals,Sandals,1245.87,536,3.5,FALSE
54159,Femella Printed Fabric and Chain Necklace,Necklace and Chains,4508.85,230,4.1,FALSE
19251,Guess Women White Dial Watch I90192L1,Watches,1586.92,774,4.4,FALSE
47403,Baggit Women Pink Wallet,Wallets,2094.22,518,4.4,FALSE
48418,French Connection Men Charcoal Printed T-shirt,Tshirts,974.05,835,4.6,TRUE
26613,Puma Men Complete Itana 2 Grey Sports Shoes,Sports Shoes,1500.63,70,4.5,FALSE
15974,Turtle Check Men White Shirt,Shirts,2836.51,324,3.9,FALSE
56335,Fastrack Men Black Watch,Watches,3234.89,309,3.9,FALSE
30255,Red Tape Men Black Shoes,Casual Shoes,1604.09,382,4.2,FALSE
50016,Hanes Men Grey Duo Dry Body Fit Crew T-shirt,Innerwear Vests,759.79,515,4.6,TRUE
27669,Murcia Women Brown Handbag,Handbags,2259.65,165,3.6,FALSE
37885,Happy Socks Unisex Pack of 2 Socks,Socks,1553.92,462,4.9,TRUE
15352,Red Tape Men Brown Shoes,Casual Shoes,1487.99,586,4.3,FALSE
57296,French Connection Men White Checks Shirt,Shirts,4819.38,894,4,FALSE
27193,Catwalk Women Blue Flats,Heels,3273.35,815,4.5,FALSE
59858,Olay Women Natural White Healthy Fairness Day Lotion SPF 24,Face Moisturisers,3005.95,972,3.6,FALSE
38737,Nike Unisex Grey Backpack,Backpacks,2370.99,772,4.2,FALSE
9451,John Miller Men Stripes White Red Shirts,Shirts,2430.25,866,4.2,FALSE
13023,Inc 5 Women Casual Red Heels,Heels,2934.07,882,3.7,FALSE
31102,Gini and jony Boys Printed Red T-shirt,Tshirts,3633.93,983,4.8,TRUE
48936,Lucera Women Silver Ring,Ring,3659.66,900,4.7,TRUE
22725,Nike Men Zoom Hyperdunk Red Sports Shoes,Sports Shoes,1272.62,997,3.7,FALSE
57610,Lotus Herbals Safe Sun Multi-Function Sunblock,Sunscreen,2750.51,306,4,FALSE
37406,Murcia Women Beige Handbag,Handbags,2353.81,217,3.7,FALSE
11385,United Colors Of Benetton Women Light Winter Black Sweatshirts,Sweatshirts,4417.37,898,4.8,TRUE
27322,ADIDAS Men Black Pure Game Perfume,Perfume and Body Mist,3341.39,582,4,FALSE
25920,Femella Women Green T-shirt,Tshirts,2896.27,647,4.2,FALSE
39179,Aneri Women Blue Kurtas,Kurtas,1019.28,64,4,FALSE
21496,Kiara Women Mustard Leatherite Handbag,Handbags,3225.37,99,4,FALSE
41536,Basics Men Brown Leather Belt,Belts,1027.42,353,4.6,TRUE
20516,Baggit Women Map Gang Black Handbag,Handbags,2017.43,536,4.6,TRUE
36062,OTLS Unisex Blue Duffle Bag,Duffel Bag,1142.79,465,4.3,FALSE
42696,Rocia Women Silver Sandals,Flats,3614.33,354,4.5,FALSE
37561,Madagascar3 Infant Girls Pink Snapsuit Romper,Rompers,1428.13,245,4.3,FALSE
4564,Nike Women Dow White Shoe,Sports Shoes,2263.37,925,3.5,FALSE
39628,Nike Women Transform Grey Sports Shoes,Sports Shoes,4530.54,862,3.6,FALSE
20932,Fastrack Men Grey Backpack,Backpacks,1419.42,849,4.1,FALSE
2238,Puma Men's Winglet Grey Navy Flip Flop,Flip Flops,2785.12,437,4.6,TRUE
36232,Nike Women Air Dictate 2 MSL White Sports Shoes,Sports Shoes,2386.72,806,4.9,TRUE
49642,Mineral Women Cream Tunic,Tunics,581.56,914,3.5,FALSE
37160,United Colors of Benetton Women Peach Top,Tops,4067.41,504,4.1,FALSE
38669,Nike Men Blue Flip Flops,Flip Flops,810.71,762,3.8,FALSE
36216,Gini and Jony Girls Core Magenta Shorts,Shorts,2634.15,754,4.7,TRUE
38311,I Dee Men Steel Frame Sunglasses,Sunglasses,3023.05,897,4.8,TRUE
35927,Peperone Women Olive Clutch,Clutches,3327.92,707,3.8,FALSE
22092,Numero Uno Men Casual Black Shoes,Casual Shoes,3598.84,359,4.6,TRUE
40751,Roxy Women Blue Flip Flops,Flip Flops,1639.73,176,4.6,TRUE
11439,United Colors of Benetton Women Solid Navy Blue Top,Tops,544.9,224,3.8,FALSE
30882,Fabindia Women Printed Green Kurta,Kurtas,3755.5,183,4.2,FALSE
32810,iPanema Women Ritmos Cream Flats,Heels,2910.45,115,4.4,FALSE
32425,ADIDAS Men White Polo T-shirt,Tshirts,4262.53,442,3.5,FALSE
24507,Mother Earth Women Brown Printed Kurta,Kurtas,4196.25,414,4.1,FALSE
57307,Rocia Women Beige Flats,Heels,4294.97,328,3.7,FALSE
55835,Colorbar Acetone Free Nail Enamel Remover,Nail Essentials,2682.93,807,4.3,FALSE
15001,ADIDAS Men Stripes Navy Blue Polo Tshirts,Tshirts,2001.33,412,4.8,TRUE
58086,Rreverie Silver & Black Earrings,Earrings,4062.01,798,4.3,FALSE
47258,FCUK Underwear Men Navy Blue Brief,Briefs,2530.82,220,3.6,FALSE
12777,Mother Earth Women Collt Organic Cotton Yellow Kurtas,Kurtas,1325.49,100,3.5,FALSE
8172,Catwalk Women Slim Casual Beige Wedges,Heels,4347.38,377,4.4,FALSE
5704,Skechers Men's Seguae-Deposit Chocolate Shoe,Casual Shoes,4471.52,920,4,FALSE
14116,Flying Machine Men Blue Jeans,Jeans,2598.39,714,4.4,FALSE
45923,Maxima Women Black Dial Watch,Watches,840.65,641,3.7,FALSE
4181,Rockport Men Brown Leather Casual Shoes,Formal Shoes,2245.22,980,4.7,TRUE
55314,Smartoe Men Pack of 3 Socks,Socks,4115.92,194,4.8,TRUE
57502,Lee Cooper Men Khaki Sandals,Sandals,4557.98,323,4.8,TRUE
48408,French Connection Men Grey Printed T-shirt,Tshirts,1415.63,204,4,FALSE
47106,Marvel Boys Yellow Flip Flop,Flip Flops,801.38,960,4.5,FALSE
3434,Myntra Mens So You Love Me T-shirt,Tshirts,4448.08,557,3.9,FALSE
38644,Nike Men Black Jdi City T-Shirt,Tshirts,2252.32,898,4.6,TRUE
39337,Gini & Jony Girls Pink Pedal Pusher,Capris,2937.92,412,3.7,FALSE
33277,Gini and Jony Boys Washed Blue Jeans,Jeans,4856.3,374,4.6,TRUE
45892,Maxima Men Silver Dial Watch,Watches,799.54,897,4.2,FALSE
19640,United Colors of Benetton Women Solid Purple Sweatshirt,Sweatshirts,3417.43,704,4.8,TRUE
9217,Puma Men D Force Mid SF White Casual Shoes,Casual Shoes,833.47,347,4.6,TRUE
18920,Levis Men Work Western Purple Shirt,Shirts,2189.61,543,4.1,FALSE
11653,Puma Men Race Luminous 3HD White Dial Watch,Watches,4117.17,595,4.9,TRUE
19192,United Colors of Benetton Men Check Grey Shirt,Shirts,2450.63,353,3.9,FALSE
24055,Locomotive Men Grey Striped T-shirt,Tshirts,4987.32,516,5,TRUE
51405,Myntra Men Red & White Striped Shirt,Shirts,3015.77,953,4.7,TRUE
3996,Spalding Men Black Flip Flops,Flip Flops,1945.23,288,5,TRUE
49903,Q&Q Kids Unisex Yellow Dial Analog Watch,Watches,1490.5,699,3.6,FALSE
59716,Avirate Black Babydoll Nightdress,Nightdress,2077.34,815,3.9,FALSE
50570,Chromozome Men Brown Trunks,Trunk,2176.4,566,4.6,TRUE
40382,Tokyo Talkies Women Pink Top,Tops,809.21,933,4.9,TRUE
26083,John Miller Men Striped Yellow Shirt,Shirts,2163.08,225,3.5,FALSE
57416,Amante Women Black Lounge Set SGLL01,Nightdress,2589.07,934,3.5,FALSE
5673,Skechers Men's Icurbantrack Solver Black Shoe,Casual Shoes,3752.32,459,3.9,FALSE
40426,Tonga Women Peach-Coloured Top,Tops,3455.28,775,4.8,TRUE
19549,United Colors of Benetton Men Solid Grey Sweatshirt,Sweatshirts,3689.45,413,4.7,TRUE
43938,Catwalk Women Grey & Black Heels,Heels,537.64,72,4,FALSE
55294,Lakme Absolute Beigeshine Plump & Shine Lip Gloss,Lip Gloss,1479.5,367,3.5,FALSE
3853,Disney Kids Girl's Pink Daisy and Squirrel Kidswear,Tshirts,3477.58,574,4.3,FALSE
8519,Nike Women Nike Pink-Blue tote Pink Bags,Handbags,2677.95,954,3.9,FALSE
7621,Wrangler Women's Secret Purple Socks,Socks,523.91,802,4.6,TRUE
12376,Reid & Taylor Men Check White Shirts,Shirts,4120.23,325,4.2,FALSE
49115,Deborah Atomic Red 19 Lipstick,Lipstick,3977.64,653,4.5,FALSE
38343,Mr. Men Little Miss Girls White Tops,Tops,2967.89,669,4.8,TRUE
9976,Nike Men Manu Core Black Sweatshirts,Sweatshirts,799.08,278,4.3,FALSE
18874,Franco Leone Men Formal Black Shoes,Formal Shoes,3949.32,713,4,FALSE
16354,Peter England Men Solid White Shirt,Shirts,3126.71,157,4.7,TRUE
28322,Red Tape Men Casual Black Sandals,Sandals,4018.82,850,3.9,FALSE
20501,Baggit Women Pride Taj Purple Handbag,Handbags,3882.86,965,4.8,TRUE
23318,W Women Purple Kurta,Kurtas,4113.51,225,3.6,FALSE
15230,ADIDAS Originals Men Superstar 11 White Casual Shoes,Casual Shoes,2831.04,369,4.8,TRUE
19117,Lotto Men Arch Brown Slippers,Flip Flops,1131.46,335,3.6,FALSE
51695,Van Heusen Women Oversized Sunglasses VH215-C3,Sunglasses,3520.21,925,3.6,FALSE
24270,Quiksilver Men Navy Blue T-shirt,Tshirts,3292.13,378,4,FALSE
